after(1)	51b1
andor(or_d(c:pk_h(A),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),multi_a(2,B,C,D),0)	76a914f678d9b79045452c8c64e9309d0f0046056e26c588ac736482012088a820c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b876864006720c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ac20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba20e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ba529c68
andor(or_d(c:pk_h(A),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),multi_a(2,B,C,D),multi_a(2,E,F,G))	76a914f678d9b79045452c8c64e9309d0f0046056e26c588ac736482012088a820c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b876864202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ac20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcba529c6720c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ac20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba20e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ba529c68
andor(or_d(c:pk_k(A),c:pk_h(B)),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),c:pk_h(C))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac736476a9149b652a14674a506079f574d20ca7daef6f9a66bb88ac686476a9144ab844b06575d085e50ad09ab6cc90710d649baa88ac6782012088a820926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc8768
andor(or_d(c:pk_k(A),c:pk_h(B)),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi_a(2,C,D,E))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac736476a9149b652a14674a506079f574d20ca7daef6f9a66bb88ac686420f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ac20e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ba202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ba529c6782012088a820926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc8768
andor(or_d(c:pk_k(A),multi_a(2,B,C,D)),multi_a(2,E,F,G),0)	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac736420c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ac20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba20e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ba529c68640067202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ac20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcba529c68
andor(or_d(c:pk_k(A),multi_a(2,B,C,D)),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi_a(2,E,F,G))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac736420c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ac20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba20e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ba529c6864202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ac20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcba529c6782012088a820926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc8768
andor(or_d(c:pk_k(A),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc)),after(500000001),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac736482012088a820926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc87686482012088a820926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc8767040165cd1db168
andor(or_d(c:pk_k(A),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),c:pk_h(B),multi_a(2,C,D,E))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac736482012088a820c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b87686420f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ac20e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ba202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ba529c6776a9149b652a14674a506079f574d20ca7daef6f9a66bb88ac68
andor(or_d(c:pk_k(A),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),c:pk_k(B),c:pk_k(C))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac736482012088a820c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b87686420f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ac6720c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ac68
andor(or_d(c:pk_k(A),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),multi_a(2,B,C,D),multi_a(2,E,F,G))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac736482012088a820c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b876864202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ac20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcba529c6720c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ac20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba20e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ba529c68
andor(or_d(j:multi_a(2,A,B,C),j:multi_a(2,D,E,F)),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi_a(2,G,I,J))	ERR
andor(or_d(j:multi_a(2,A,B,C),multi_a(2,D,E,F)),after(1),0)	ERR
andor(or_d(j:multi_a(2,A,B,C),multi_a(2,D,E,F)),after(1),multi_a(2,G,I,J))	ERR
andor(or_d(j:multi_a(2,A,B,C),multi_a(2,D,E,F)),after(500000001),0)	ERR
andor(or_d(j:multi_a(2,A,B,C),multi_a(2,D,E,F)),after(500000001),multi_a(2,G,I,J))	ERR
andor(or_d(j:multi_a(2,A,B,C),multi_a(2,D,E,F)),multi_a(2,G,I,J),0)	ERR
andor(or_d(j:multi_a(2,A,B,C),multi_a(2,D,E,F)),multi_a(2,G,I,J),multi_a(2,K,L,M))	ERR
andor(or_d(j:multi_a(2,A,B,C),multi_a(2,D,E,F)),or_d(j:multi_a(2,G,I,J),after(500000001)),multi_a(2,K,L,M))	ERR
andor(or_d(j:multi_a(2,A,B,C),multi_a(2,D,E,F)),or_d(sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi_a(2,G,I,J)),multi_a(2,K,L,M))	ERR
andor(or_d(j:multi_a(2,A,B,C),multi_a(2,D,E,F)),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),0)	ERR
andor(or_d(j:multi_a(2,A,B,C),multi_a(2,D,E,F)),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi_a(2,G,I,J))	ERR
andor(or_d(j:multi_a(2,A,B,C),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),multi_a(2,D,E,F),0)	ERR
andor(or_d(j:multi_a(2,A,B,C),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),multi_a(2,D,E,F),c:pk_h(G))	ERR
andor(or_d(j:multi_a(2,A,B,C),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),multi_a(2,D,E,F),multi_a(2,G,I,J))	ERR
andor(or_d(multi_a(2,A,B,C),andor(multi_a(2,D,E,F),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi_a(2,G,I,J))),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi_a(2,K,L,M))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ba20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba529c64205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcac20acd484e2f0c7f65309ad178a9f559abde09796974c57e714c35f110dfc27ccbeba20a0434d9e47f3c86235477c7b1ae6ae5d3442d49b1943c2b752a68e2a47e247c7ba529c6782012088a820926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc8768686420774ae7f858a9411e5ef4246b70c65aac5649980be5c17891bbec17895da008cbac20d01115d548e7561b15c38f004d734633687cf4419620095bc5b0f47070afe85aba20f28773c2d975288bc7d1d205c3748651b075fbc6610e58cddeeddf8f19405aa8ba529c6782012088a820926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc8768
andor(or_d(multi_a(2,A,B,C),c:pk_h(D)),after(500000001),multi_a(2,E,F,G))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736476a91421ab1a140d0d305b8ff62bdb887d9fef82c9899e88ac6864202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ac20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcba529c67040165cd1db168
andor(or_d(multi_a(2,A,B,C),c:pk_h(D)),c:pk_k(E),c:pk_h(F))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736476a91421ab1a140d0d305b8ff62bdb887d9fef82c9899e88ac686476a9147a8b82ca234aec2d110f290196cc52904516d0d788ac67202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ac68
andor(or_d(multi_a(2,A,B,C),c:pk_h(D)),multi_a(2,E,F,G),multi_a(2,I,J,K))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736476a91421ab1a140d0d305b8ff62bdb887d9fef82c9899e88ac686420acd484e2f0c7f65309ad178a9f559abde09796974c57e714c35f110dfc27ccbeac20a0434d9e47f3c86235477c7b1ae6ae5d3442d49b1943c2b752a68e2a47e247c7ba20774ae7f858a9411e5ef4246b70c65aac5649980be5c17891bbec17895da008cbba529c67202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ac20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcba529c68
andor(or_d(multi_a(2,A,B,C),c:pk_h(D)),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi_a(2,E,F,G))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736476a91421ab1a140d0d305b8ff62bdb887d9fef82c9899e88ac6864202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ac20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcba529c6782012088a820926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc8768
andor(or_d(multi_a(2,A,B,C),c:pk_k(D)),j:multi_a(2,E,F,G),c:pk_k(I))	ERR
andor(or_d(multi_a(2,A,B,C),c:pk_k(D)),multi_a(2,E,F,G),0)	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac68640067202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ac20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcba529c68
andor(or_d(multi_a(2,A,B,C),c:pk_k(D)),multi_a(2,E,F,G),multi_a(2,I,J,K))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac686420acd484e2f0c7f65309ad178a9f559abde09796974c57e714c35f110dfc27ccbeac20a0434d9e47f3c86235477c7b1ae6ae5d3442d49b1943c2b752a68e2a47e247c7ba20774ae7f858a9411e5ef4246b70c65aac5649980be5c17891bbec17895da008cbba529c67202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ac20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcba529c68
andor(or_d(multi_a(2,A,B,C),c:pk_k(D)),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),0)	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac6864006782012088a820926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc8768
andor(or_d(multi_a(2,A,B,C),c:pk_k(D)),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi_a(2,E,F,G))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac6864202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ac20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcba529c6782012088a820926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc8768
andor(or_d(multi_a(2,A,B,C),j:multi_a(2,D,E,F)),after(1),0)	ERR
andor(or_d(multi_a(2,A,B,C),j:multi_a(2,D,E,F)),after(1),multi_a(2,G,I,J))	ERR
andor(or_d(multi_a(2,A,B,C),j:multi_a(2,D,E,F)),after(500000001),multi_a(2,G,I,J))	ERR
andor(or_d(multi_a(2,A,B,C),j:multi_a(2,D,E,F)),multi_a(2,G,I,J),0)	ERR
andor(or_d(multi_a(2,A,B,C),j:multi_a(2,D,E,F)),multi_a(2,G,I,J),multi_a(2,K,L,M))	ERR
andor(or_d(multi_a(2,A,B,C),j:multi_a(2,D,E,F)),or_i(0,sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b)),0)	ERR
andor(or_d(multi_a(2,A,B,C),j:multi_a(2,D,E,F)),or_i(after(1),0),multi_a(2,G,I,J))	ERR
andor(or_d(multi_a(2,A,B,C),j:multi_a(2,D,E,F)),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),0)	ERR
andor(or_d(multi_a(2,A,B,C),j:multi_a(2,D,E,F)),sha256(c7bcb868ab4db55ca45f8eefe5b1677d9fc2c4111e295baaee1b34ed352c719b),multi_a(2,G,I,J))	ERR
andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),after(1),0)	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ba20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba529c6864006751b168
andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),after(1),j:multi_a(2,G,I,J))	ERR
andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),after(1),multi_a(2,G,I,J))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ba20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba529c6864205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcac20acd484e2f0c7f65309ad178a9f559abde09796974c57e714c35f110dfc27ccbeba20a0434d9e47f3c86235477c7b1ae6ae5d3442d49b1943c2b752a68e2a47e247c7ba529c6751b168
andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),after(500000001),0)	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ba20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba529c68640067040165cd1db168
andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),after(500000001),andor(multi_a(2,G,I,J),after(500000001),multi_a(2,K,L,M)))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ba20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba529c6864205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcac20acd484e2f0c7f65309ad178a9f559abde09796974c57e714c35f110dfc27ccbeba20a0434d9e47f3c86235477c7b1ae6ae5d3442d49b1943c2b752a68e2a47e247c7ba529c6420774ae7f858a9411e5ef4246b70c65aac5649980be5c17891bbec17895da008cbac20d01115d548e7561b15c38f004d734633687cf4419620095bc5b0f47070afe85aba20f28773c2d975288bc7d1d205c3748651b075fbc6610e58cddeeddf8f19405aa8ba529c67040165cd1db16867040165cd1db168
andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),after(500000001),c:pk_h(G))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ba20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba529c686476a9141a7ac36cfa8431ab2395d701b0050045ae4a37d188ac67040165cd1db168
andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),after(500000001),j:multi_a(2,G,I,J))	ERR
andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),after(500000001),multi_a(2,G,I,J))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ba20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba529c6864205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcac20acd484e2f0c7f65309ad178a9f559abde09796974c57e714c35f110dfc27ccbeba20a0434d9e47f3c86235477c7b1ae6ae5d3442d49b1943c2b752a68e2a47e247c7ba529c67040165cd1db168
andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),after(500000001),or_i(0,multi_a(2,G,I,J)))	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ba20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba529c6864630067205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcac20acd484e2f0c7f65309ad178a9f559abde09796974c57e714c35f110dfc27ccbeba20a0434d9e47f3c86235477c7b1ae6ae5d3442d49b1943c2b752a68e2a47e247c7ba529c6867040165cd1db168
andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),andor(multi_a(2,G,I,J),after(500000001),after(1)),0)	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ba20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba529c68640067205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcac20acd484e2f0c7f65309ad178a9f559abde09796974c57e714c35f110dfc27ccbeba20a0434d9e47f3c86235477c7b1ae6ae5d3442d49b1943c2b752a68e2a47e247c7ba529c6451b167040165cd1db16868
andor(or_d(multi_a(2,A,B,C),multi_a(2,D,E,F)),andor(multi_a(2,G,I,J),sha256(926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc),multi_a(2,K,L,M)),0)	2079be667ef9dcbbac55a06295ce870b07029bfcdb2dce28d959f2815b16f81798ac20c6047f9441ed7d6d3045406e95c07cd85c778e4b8cef3ca7abac09b95c709ee5ba20f9308a019258c31049344f85f89d5229b531c845836f99b08601f113bce036f9ba529c736420e493dbf1c10d80f3581e4904930b1404cc6c13900ee0758474fa94abe8c4cd13ac202f8bde4d1a07209355b4a7250a5c5128e88b84bddc619ab7cba8d569b240efe4ba20fff97bd5755eeea420453a14355235d382f6472f8568a18b2f057a1460297556ba529c68640067205cbdf0646e5db4eaa398f365f2ea7a0e3d419b7e0330e39ce92bddedcac4f9bcac20acd484e2f0c7f65309ad178a9f559abde09796974c57e714c35f110dfc27ccbeba20a0434d9e47f3c86235477c7b1ae6ae5d3442d49b1943c2b752a68e2a47e247c7ba529c6420774ae7f858a9411e5ef4246b70c65aac5649980be5c17891bbec17895da008cbac20d01115d548e7561b15c38f004d734633687cf4419620095bc5b0f47070afe85aba20f28773c2d975288bc7d1d205c3748651b075fbc6610e58cddeeddf8f19405aa8ba529c6782012088a820926a54995ca48600920a19bf7bc502ca5f2f7d07e6f804c4f00ebf0325084dbc876868
